mass_A
t,x,y
5.971666667E0,-2.266629705E-1,-5.423926862E-1
6.005000000E0,-2.322814182E-1,-5.344108895E-1
6.038333333E0,-2.321495829E-1,-5.248414525E-1
6.071666667E0,-2.256520110E-1,-5.138909769E-1
6.105000000E0,-2.130264524E-1,-5.021627310E-1
6.138333333E0,-1.951316678E-1,-4.900233475E-1
6.171666667E0,-1.727039281E-1,-4.777643459E-1
6.205000000E0,-1.473226804E-1,-4.659781442E-1
6.238333333E0,-1.190440282E-1,-4.555994254E-1
6.271666667E0,-8.871025898E-2,-4.471054518E-1
6.305000000E0,-5.732905122E-2,-4.405225100E-1
6.338333333E0,-2.581569452E-2,-4.369936803E-1
6.371666667E0,5.296354507E-3,-4.372246500E-1
6.405000000E0,3.658364471E-2,-4.414220050E-1
6.438333333E0,6.707153423E-2,-4.491568911E-1
6.471666667E0,9.614417864E-2,-4.594284374E-1
6.505000000E0,1.232557912E-1,-4.722852067E-1
6.538333333E0,1.483892335E-1,-4.862584627E-1
6.571666667E0,1.718525713E-1,-4.996471083E-1
6.605000000E0,1.918030678E-1,-5.128819727E-1
6.638333333E0,2.065015000E-1,-5.252030504E-1
6.671666667E0,2.158261727E-1,-5.359969758E-1
6.705000000E0,2.184945097E-1,-5.453960971E-1
6.738333333E0,2.152782603E-1,-5.529812343E-1
6.771666667E0,2.053837611E-1,-5.580285832E-1
6.805000000E0,1.886228934E-1,-5.606389870E-1
6.838333333E0,1.659840458E-1,-5.608165947E-1
6.871666667E0,1.381746706E-1,-5.588224318E-1
6.905000000E0,1.079840894E-1,-5.539549019E-1
6.940000000E0,7.523983146E-2,-5.473107075E-1
6.973333333E0,4.223798659E-2,-5.388389987E-1
7.006666667E0,9.028171252E-3,-5.296366375E-1
7.040000000E0,-2.342242246E-2,-5.204391798E-1
7.073333333E0,-5.675488768E-2,-5.114105855E-1
7.106666667E0,-8.900123394E-2,-5.030198845E-1
7.140000000E0,-1.193852430E-1,-4.952559116E-1
7.173333333E0,-1.472610254E-1,-4.878232121E-1
7.206666667E0,-1.721622810E-1,-4.808566830E-1
7.240000000E0,-1.935667191E-1,-4.743701318E-1
7.273333333E0,-2.110518812E-1,-4.682043601E-1
7.306666667E0,-2.236210241E-1,-4.629952552E-1
7.340000000E0,-2.304150226E-1,-4.586225766E-1
7.373333333E0,-2.309043639E-1,-4.556083938E-1
7.406666667E0,-2.255452809E-1,-4.539737254E-1
7.440000000E0,-2.151286834E-1,-4.535017044E-1
7.473333333E0,-1.998483087E-1,-4.544347850E-1
7.506666667E0,-1.806127933E-1,-4.563466755E-1
7.540000000E0,-1.575604786E-1,-4.597774691E-1
7.573333333E0,-1.312344768E-1,-4.645098369E-1
7.606666667E0,-1.026346298E-1,-4.709374370E-1
7.640000000E0,-7.232640745E-2,-4.789712416E-1
7.673333333E0,-4.114971497E-2,-4.882499778E-1
7.706666667E0,-9.289883494E-3,-4.994943478E-1
7.740000000E0,2.330176269E-2,-5.118477932E-1
7.773333333E0,5.645022892E-2,-5.246101985E-1
7.806666667E0,8.883272442E-2,-5.367170132E-1
7.840000000E0,1.198862668E-1,-5.477227304E-1
7.873333333E0,1.482171519E-1,-5.569679168E-1
7.906666667E0,1.734660937E-1,-5.637219865E-1
7.940000000E0,1.930007437E-1,-5.681125781E-1
7.973333333E0,2.066087511E-1,-5.699371565E-1
8.006666667E0,2.141645338E-1,-5.685355753E-1
8.040000000E0,2.152694052E-1,-5.640078365E-1
8.073333333E0,2.097902954E-1,-5.566818854E-1
8.106666667E0,1.992746141E-1,-5.467821227E-1
8.140000000E0,1.820826008E-1,-5.347191849E-1
8.173333333E0,1.606084231E-1,-5.211282340E-1
8.206666667E0,1.357830018E-1,-5.060940241E-1
8.240000000E0,1.093848692E-1,-4.911864220E-1
8.273333333E0,8.002777163E-2,-4.768591242E-1
8.306666667E0,4.912573439E-2,-4.644269153E-1
8.340000000E0,1.496851687E-2,-4.542778491E-1
8.373333333E0,-1.492342025E-2,-4.464473230E-1
8.406666667E0,-4.727126952E-2,-4.420003885E-1
8.440000000E0,-7.745700467E-2,-4.409283857E-1
8.473333333E0,-1.066937645E-1,-4.433855342E-1
8.506666667E0,-1.342731311E-1,-4.483518623E-1
8.540000000E0,-1.597030842E-1,-4.549474829E-1
8.573333333E0,-1.819201585E-1,-4.630692473E-1
8.606666667E0,-2.003737589E-1,-4.723179145E-1
8.640000000E0,-2.145399375E-1,-4.820236588E-1
8.673333333E0,-2.235300934E-1,-4.921292065E-1
8.706666667E0,-2.276231437E-1,-5.017730820E-1
8.740000000E0,-2.258542870E-1,-5.109961844E-1
8.773333333E0,-2.184391280E-1,-5.194530167E-1
8.806666667E0,-2.051686492E-1,-5.268081945E-1
8.840000000E0,-1.862896869E-1,-5.330307714E-1
8.873333333E0,-1.626207791E-1,-5.377481388E-1
8.906666667E0,-1.350703158E-1,-5.409165607E-1
8.940000000E0,-1.045435693E-1,-5.428296781E-1
8.973333333E0,-7.169270785E-2,-5.432828150E-1
9.006666667E0,-3.732438274E-2,-5.427337406E-1
9.040000000E0,-3.099845058E-3,-5.411714662E-1
9.073333333E0,3.156627737E-2,-5.389814459E-1
9.106666667E0,6.473875059E-2,-5.360643907E-1
9.140000000E0,9.653952884E-2,-5.324314537E-1
9.173333333E0,1.255438201E-1,-5.280206915E-1
9.206666667E0,1.517495029E-1,-5.229149014E-1
9.241666667E0,1.750291713E-1,-5.164682674E-1
9.275000000E0,1.935312990E-1,-5.091630872E-1
9.308333333E0,2.062853909E-1,-5.015917970E-1
9.341666667E0,2.134360083E-1,-4.936709468E-1
9.375000000E0,2.151873477E-1,-4.853123093E-1
9.408333333E0,2.111753977E-1,-4.772733074E-1
9.441666667E0,2.032243939E-1,-4.691479232E-1
9.475000000E0,1.886374279E-1,-4.622791975E-1
9.508333333E0,1.689025971E-1,-4.570255460E-1
9.541666667E0,1.453382318E-1,-4.532949073E-1
9.575000000E0,1.194951894E-1,-4.507103822E-1
9.608333333E0,9.156918286E-2,-4.505371281E-1
9.641666667E0,6.157127727E-2,-4.528556619E-1
9.675000000E0,3.119341358E-2,-4.580868746E-1
9.708333333E0,-7.126426449E-4,-4.661358223E-1
9.741666667E0,-3.207631252E-2,-4.766520208E-1
9.775000000E0,-6.331690422E-2,-4.888859211E-1
9.808333333E0,-9.405378800E-2,-5.020626767E-1
9.841666667E0,-1.232870577E-1,-5.153518743E-1
9.875000000E0,-1.505366555E-1,-5.283834311E-1
9.908333333E0,-1.746036179E-1,-5.399369033E-1
9.941666667E0,-1.949427931E-1,-5.495138877E-1
9.975000000E0,-2.110059454E-1,-5.570740533E-1
1.000833333E1,-2.215517794E-1,-5.622661977E-1
1.004166667E1,-2.260305471E-1,-5.649324877E-1
1.007500000E1,-2.233861459E-1,-5.647641529E-1
1.010833333E1,-2.142688026E-1,-5.615474358E-1
1.014166667E1,-1.996204112E-1,-5.561834990E-1
1.017500000E1,-1.799533546E-1,-5.482279971E-1
1.020833333E1,-1.563499127E-1,-5.383961203E-1
1.024166667E1,-1.292504377E-1,-5.267153627E-1
1.027500000E1,-9.959841582E-2,-5.141139645E-1
1.030833333E1,-6.816144126E-2,-5.012901758E-1
1.034166667E1,-3.609218798E-2,-4.886798747E-1
1.037500000E1,-4.216361480E-3,-4.777281572E-1
1.040833333E1,2.865065937E-2,-4.684914911E-1
1.044166667E1,5.923695562E-2,-4.618260549E-1
1.047500000E1,8.941435468E-2,-4.574053652E-1
1.050833333E1,1.175974138E-1,-4.553785382E-1
1.054166667E1,1.431456291E-1,-4.558440259E-1
1.057500000E1,1.663390131E-1,-4.577628826E-1
1.060833333E1,1.861217732E-1,-4.610716154E-1
1.064166667E1,2.008540045E-1,-4.659226431E-1
1.067500000E1,2.099651237E-1,-4.716314620E-1
1.070833333E1,2.146086009E-1,-4.775409630E-1
1.074166667E1,2.125126156E-1,-4.850582279E-1
1.077500000E1,2.064262982E-1,-4.916781043E-1
1.080833333E1,1.946511151E-1,-4.983934824E-1
1.084166667E1,1.770203024E-1,-5.049945287E-1
1.087500000E1,1.550614881E-1,-5.112568439E-1
1.090833333E1,1.295090219E-1,-5.169483815E-1
1.094166667E1,1.011344514E-1,-5.223154723E-1
1.097500000E1,6.980911001E-2,-5.275581638E-1
1.100833333E1,3.668980240E-2,-5.323119066E-1
1.104166667E1,2.543633797E-3,-5.365194928E-1
1.107500000E1,-3.149125198E-2,-5.404697677E-1
1.110833333E1,-6.516592314E-2,-5.433787840E-1
1.114166667E1,-9.749242993E-2,-5.451514079E-1
1.117500000E1,-1.277092079E-1,-5.455506459E-1
1.120833333E1,-1.551226535E-1,-5.442371988E-1
1.124166667E1,-1.787913255E-1,-5.413994114E-1
1.127500000E1,-1.980568928E-1,-5.368703144E-1
1.130833333E1,-2.127390540E-1,-5.305978419E-1
1.134166667E1,-2.221370281E-1,-5.230171656E-1
1.137500000E1,-2.259944706E-1,-5.142233553E-1
1.140833333E1,-2.239459162E-1,-5.044353126E-1
1.144166667E1,-2.159514066E-1,-4.940392446E-1
1.147500000E1,-2.024963570E-1,-4.835060437E-1
1.150833333E1,-1.845022138E-1,-4.734782528E-1
1.154166667E1,-1.625547280E-1,-4.639522022E-1
1.157666667E1,-1.370460740E-1,-4.558615684E-1
1.161000000E1,-1.090766943E-1,-4.494047847E-1
1.164333333E1,-7.937313202E-2,-4.453921381E-1
1.167666667E1,-4.896409352E-2,-4.442141751E-1
1.171000000E1,-1.671989333E-2,-4.465560808E-1
1.174333333E1,1.256697867E-2,-4.519314007E-1
1.177666667E1,4.400803258E-2,-4.599623363E-1
1.181000000E1,7.413426957E-2,-4.714283157E-1
1.184333333E1,1.028871308E-1,-4.844591578E-1
1.187666667E1,1.293455487E-1,-4.989183855E-1
1.191000000E1,1.541334524E-1,-5.126577837E-1
1.194333333E1,1.760800782E-1,-5.257096212E-1
1.197666667E1,1.937098672E-1,-5.375109412E-1
1.201000000E1,2.057023706E-1,-5.479462856E-1
1.204333333E1,2.108907629E-1,-5.560204618E-1
1.207666667E1,2.106379516E-1,-5.624087015E-1
1.211000000E1,2.052243870E-1,-5.655136985E-1
1.214333333E1,1.925113981E-1,-5.663244658E-1
1.217666667E1,1.739157767E-1,-5.640732199E-1
1.221000000E1,1.500923512E-1,-5.597324123E-1
1.224333333E1,1.229613684E-1,-5.529556194E-1
1.227666667E1,9.379142085E-2,-5.437979383E-1
1.231000000E1,6.210155567E-2,-5.332821711E-1
1.234333333E1,3.036043156E-2,-5.219378804E-1
1.237666667E1,-3.035652523E-3,-5.108744022E-1
1.241000000E1,-3.527087524E-2,-5.004781708E-1
1.244333333E1,-6.701233887E-2,-4.913366751E-1
1.247666667E1,-9.739540404E-2,-4.833303506E-1
1.251000000E1,-1.256720241E-1,-4.766517251E-1
1.254333333E1,-1.515200083E-1,-4.709899322E-1
1.257666667E1,-1.741259673E-1,-4.664734813E-1
1.261000000E1,-1.938080203E-1,-4.634339427E-1
1.264333333E1,-2.088219860E-1,-4.612972595E-1
1.267666667E1,-2.196252016E-1,-4.600013025E-1
1.271000000E1,-2.244529574E-1,-4.600579731E-1
1.274333333E1,-2.239817991E-1,-4.611033166E-1
1.277666667E1,-2.186717161E-1,-4.631343054E-1
1.281000000E1,-2.080225747E-1,-4.661927904E-1
1.284333333E1,-1.928189406E-1,-4.702564342E-1
1.287666667E1,-1.730541983E-1,-4.752808907E-1
1.291000000E1,-1.496980299E-1,-4.810296761E-1
1.294333333E1,-1.231206328E-1,-4.878204695E-1
1.297666667E1,-9.420829184E-2,-4.957620787E-1
1.301000000E1,-6.339037296E-2,-5.046423574E-1
1.304333333E1,-3.132082637E-2,-5.138869017E-1
1.307666667E1,1.467212401E-3,-5.233271218E-1
1.311000000E1,3.441539118E-2,-5.330890736E-1
1.314333333E1,6.684941094E-2,-5.425368730E-1
1.317666667E1,9.780006666E-2,-5.510213110E-1
1.321000000E1,1.263451868E-1,-5.582111028E-1
1.324333333E1,1.522759775E-1,-5.628788144E-1
1.327666667E1,1.745790403E-1,-5.648973550E-1
1.331000000E1,1.919430893E-1,-5.646469808E-1
1.334333333E1,2.038324560E-1,-5.615253151E-1
1.337666667E1,2.090763785E-1,-5.559553641E-1
1.341000000E1,2.088477555E-1,-5.478878015E-1
1.344333333E1,2.030783988E-1,-5.374389192E-1
1.347666667E1,1.904219483E-1,-5.255563107E-1
1.351000000E1,1.725587474E-1,-5.127057372E-1
1.354333333E1,1.504446537E-1,-4.993925065E-1
1.357666667E1,1.250247049E-1,-4.862060675E-1
1.361000000E1,9.746075998E-2,-4.734988678E-1
1.364333333E1,6.748365723E-2,-4.623084808E-1
1.367666667E1,3.676422767E-2,-4.532231917E-1
1.371000000E1,5.701416621E-3,-4.470985170E-1
1.374333333E1,-2.440460842E-2,-4.445611869E-1
1.377666667E1,-5.424950741E-2,-4.449446557E-1
1.381000000E1,-8.311501263E-2,-4.489132393E-1
1.384500000E1,-1.111200085E-1,-4.555031984E-1
1.387833333E1,-1.371520466E-1,-4.644432961E-1
1.391166667E1,-1.607254095E-1,-4.746446605E-1
1.394500000E1,-1.815841596E-1,-4.852135993E-1
1.397833333E1,-1.987776434E-1,-4.959149273E-1
1.401166667E1,-2.118622323E-1,-5.063255567E-1
1.404500000E1,-2.200104266E-1,-5.159439235E-1
1.407833333E1,-2.228454527E-1,-5.246737762E-1
1.411166667E1,-2.195496661E-1,-5.322281708E-1
1.414500000E1,-2.102321791E-1,-5.383091385E-1
1.417833333E1,-1.951091835E-1,-5.429687950E-1
1.421166667E1,-1.747053956E-1,-5.459604861E-1
1.424500000E1,-1.497685863E-1,-5.473639476E-1
1.427833333E1,-1.211065002E-1,-5.470144075E-1
1.431166667E1,-9.008548900E-2,-5.448002376E-1
1.434500000E1,-5.739124154E-2,-5.412066486E-1
1.437833333E1,-2.363685523E-2,-5.366931098E-1
1.441166667E1,8.165398614E-3,-5.311279104E-1
1.444500000E1,4.022821428E-2,-5.253092229E-1
1.447833333E1,7.143421787E-2,-5.198933919E-1
1.451166667E1,1.007976862E-1,-5.144047440E-1
1.454500000E1,1.275431845E-1,-5.090096297E-1
1.457833333E1,1.523053025E-1,-5.032661943E-1
1.461166667E1,1.740593510E-1,-4.969782420E-1
1.464500000E1,1.917049582E-1,-4.905707058E-1
1.467833333E1,2.037953601E-1,-4.845464197E-1
1.471166667E1,2.095170573E-1,-4.794549484E-1
1.474500000E1,2.104220464E-1,-4.744740497E-1
1.477833333E1,2.066777166E-1,-4.702059274E-1
1.481166667E1,1.968606144E-1,-4.665009002E-1
1.484500000E1,1.810276006E-1,-4.642974511E-1
1.487833333E1,1.604046598E-1,-4.635824383E-1
1.491166667E1,1.365916293E-1,-4.637987596E-1
1.494500000E1,1.108462922E-1,-4.653657985E-1
1.497833333E1,8.276612881E-2,-4.686320616E-1
1.501166667E1,5.295194190E-2,-4.738639475E-1
1.504500000E1,2.159978311E-2,-4.817496111E-1
1.507833333E1,-8.846449441E-3,-4.906888601E-1
1.511166667E1,-3.985083235E-2,-5.014576642E-1
1.514500000E1,-7.088796125E-2,-5.132081496E-1
1.517833333E1,-1.009062089E-1,-5.249318932E-1
1.521166667E1,-1.291238260E-1,-5.356130524E-1
1.524500000E1,-1.550522319E-1,-5.449716910E-1
1.527833333E1,-1.779417597E-1,-5.523685937E-1
1.531166667E1,-1.965072074E-1,-5.576464958E-1
1.534500000E1,-2.099399225E-1,-5.601386654E-1
1.537833333E1,-2.180038717E-1,-5.600826619E-1
1.541166667E1,-2.198281451E-1,-5.575136896E-1
1.544500000E1,-2.156567336E-1,-5.527809302E-1
1.547833333E1,-2.053536273E-1,-5.459667741E-1
1.551166667E1,-1.898687375E-1,-5.375169031E-1
1.554500000E1,-1.695929480E-1,-5.272599380E-1
1.557833333E1,-1.456302128E-1,-5.157926716E-1
1.561166667E1,-1.186056072E-1,-5.034018063E-1
1.564500000E1,-8.971077750E-2,-4.908216720E-1
1.567833333E1,-5.942380710E-2,-4.788523583E-1
1.571166667E1,-2.897364791E-2,-4.684934920E-1
1.574500000E1,1.708768919E-3,-4.602596380E-1
1.577833333E1,3.228829423E-2,-4.548180576E-1
1.581166667E1,6.171552077E-2,-4.524792807E-1
1.584500000E1,9.016261432E-2,-4.527452264E-1
1.587833333E1,1.165131598E-1,-4.560691103E-1
1.591166667E1,1.406685106E-1,-4.611746766E-1
1.594500000E1,1.627136777E-1,-4.677167805E-1
1.597833333E1,1.817014930E-1,-4.750423282E-1
1.601166667E1,1.962851544E-1,-4.829786871E-1
1.604500000E1,2.058255920E-1,-4.912478527E-1
1.607833333E1,2.094521311E-1,-4.997941031E-1
1.611166667E1,2.082125674E-1,-5.084096172E-1
1.614500000E1,2.012090059E-1,-5.161135293E-1
1.618000000E1,1.876578094E-1,-5.232502799E-1
1.621333333E1,1.685832550E-1,-5.292663375E-1
1.624666667E1,1.449079216E-1,-5.341326384E-1
1.628000000E1,1.177612587E-1,-5.378823252E-1
1.631333333E1,8.810491862E-2,-5.403653059E-1
1.634666667E1,5.611195237E-2,-5.415485013E-1
1.638000000E1,2.277644901E-2,-5.420926883E-1
1.641333333E1,-9.797159006E-3,-5.413400142E-1
1.644666667E1,-4.204273362E-2,-5.400845148E-1
1.648000000E1,-7.406322638E-2,-5.381786134E-1
1.651333333E1,-1.042603268E-1,-5.355460340E-1
1.654666667E1,-1.322188191E-1,-5.319358450E-1
1.658000000E1,-1.573968131E-1,-5.271961413E-1
1.661333333E1,-1.793874180E-1,-5.214076385E-1
1.664666667E1,-1.970618160E-1,-5.145654056E-1
1.668000000E1,-2.101950127E-1,-5.068852533E-1
1.671333333E1,-2.180288356E-1,-4.985495051E-1
1.674666667E1,-2.201286011E-1,-4.899944780E-1
1.678000000E1,-2.166618677E-1,-4.816831654E-1
1.681333333E1,-2.078644597E-1,-4.735647936E-1
1.684666667E1,-1.939287413E-1,-4.664500153E-1
