0.000,0.194,-0.362,0.410,0.007,0.49,0.02
0.033,0.194,-0.362,0.411,0.007,0.49,0.02
0.067,0.194,-0.362,0.411,0.007,0.49,0.02
0.100,0.194,-0.362,0.411,0.007,0.49,0.02
0.133,0.195,-0.362,0.411,0.007,0.49,0.02
0.167,0.195,-0.362,0.411,0.007,0.49,0.02
0.200,0.196,-0.361,0.411,0.007,0.50,0.02
0.233,0.191,-0.356,0.404,0.007,0.49,0.02
0.267,0.176,-0.346,0.388,0.007,0.47,0.02
0.300,0.152,-0.330,0.364,0.007,0.43,0.02
0.333,0.120,-0.311,0.334,0.006,0.37,0.02
0.367,0.087,-0.291,0.303,0.006,0.29,0.02
0.400,0.049,-0.271,0.275,0.006,0.18,0.02
0.433,0.009,-0.253,0.253,0.005,0.04,0.02
0.467,-0.029,-0.239,0.240,0.006,-0.12,0.02
0.500,-0.066,-0.229,0.238,0.006,-0.28,0.03
0.533,-0.100,-0.225,0.246,0.007,-0.42,0.03
0.567,-0.133,-0.225,0.261,0.007,-0.53,0.03
0.600,-0.162,-0.228,0.280,0.007,-0.62,0.02
0.633,-0.187,-0.233,0.299,0.007,-0.68,0.02
0.667,-0.204,-0.241,0.316,0.007,-0.70,0.02
0.700,-0.212,-0.251,0.328,0.007,-0.70,0.02
0.735,-0.212,-0.262,0.337,0.007,-0.68,0.02
0.768,-0.205,-0.272,0.341,0.007,-0.65,0.02
0.802,-0.189,-0.281,0.339,0.007,-0.59,0.02
0.835,-0.164,-0.291,0.334,0.007,-0.51,0.02
0.868,-0.133,-0.300,0.328,0.007,-0.42,0.02
0.902,-0.098,-0.307,0.322,0.006,-0.31,0.02
0.935,-0.059,-0.311,0.317,0.006,-0.19,0.02
0.968,-0.023,-0.316,0.317,0.005,-0.07,0.02
1.002,0.026,-0.323,0.324,0.005,0.08,0.02
1.035,0.068,-0.325,0.332,0.006,0.21,0.02
1.068,0.107,-0.325,0.342,0.006,0.32,0.02
1.102,0.142,-0.324,0.353,0.007,0.41,0.02
1.135,0.171,-0.319,0.362,0.007,0.49,0.02
1.168,0.192,-0.312,0.366,0.007,0.55,0.02
1.202,0.204,-0.301,0.364,0.007,0.59,0.02
1.235,0.207,-0.288,0.355,0.007,0.62,0.02
1.268,0.201,-0.273,0.339,0.007,0.63,0.02
1.302,0.185,-0.259,0.319,0.007,0.62,0.02
1.335,0.162,-0.246,0.294,0.007,0.58,0.02
1.368,0.132,-0.234,0.268,0.007,0.51,0.03
1.402,0.098,-0.224,0.245,0.007,0.41,0.03
1.435,0.063,-0.221,0.229,0.006,0.28,0.03
1.468,0.027,-0.222,0.223,0.006,0.12,0.02
1.502,-0.009,-0.229,0.229,0.005,-0.04,0.02
1.535,-0.046,-0.241,0.245,0.006,-0.19,0.02
1.568,-0.082,-0.258,0.270,0.006,-0.31,0.02
1.602,-0.116,-0.276,0.299,0.007,-0.40,0.02
1.635,-0.146,-0.295,0.329,0.007,-0.46,0.02
1.668,-0.171,-0.312,0.356,0.007,-0.50,0.02
1.702,-0.189,-0.329,0.379,0.007,-0.52,0.02
1.735,-0.198,-0.341,0.394,0.007,-0.53,0.02
1.768,-0.199,-0.349,0.402,0.007,-0.52,0.02
1.802,-0.191,-0.351,0.399,0.007,-0.50,0.02
1.835,-0.173,-0.348,0.389,0.007,-0.46,0.02
1.868,-0.148,-0.341,0.371,0.007,-0.41,0.02
1.902,-0.117,-0.329,0.349,0.006,-0.34,0.02
1.935,-0.081,-0.314,0.325,0.006,-0.25,0.02
1.968,-0.042,-0.298,0.301,0.006,-0.14,0.02
2.002,-0.003,-0.282,0.282,0.005,-0.01,0.02
2.035,0.037,-0.269,0.271,0.006,0.14,0.02
2.068,0.076,-0.256,0.267,0.006,0.29,0.02
2.102,0.110,-0.247,0.271,0.007,0.42,0.02
2.135,0.145,-0.239,0.280,0.007,0.54,0.02
2.168,0.173,-0.236,0.292,0.007,0.63,0.02
2.202,0.196,-0.234,0.305,0.007,0.70,0.02
2.235,0.209,-0.235,0.314,0.007,0.73,0.02
2.268,0.214,-0.237,0.319,0.007,0.73,0.02
2.302,0.210,-0.241,0.320,0.007,0.72,0.02
2.335,0.197,-0.246,0.315,0.007,0.68,0.02
2.368,0.176,-0.253,0.308,0.007,0.61,0.02
2.402,0.148,-0.262,0.301,0.007,0.51,0.02
2.435,0.116,-0.272,0.295,0.007,0.40,0.02
2.468,0.081,-0.283,0.294,0.006,0.28,0.02
2.502,0.040,-0.293,0.295,0.006,0.14,0.02
2.535,0.000,-0.306,0.306,0.005,0.00,0.02
2.568,-0.039,-0.318,0.320,0.006,-0.12,0.02
2.602,-0.080,-0.329,0.338,0.006,-0.24,0.02
2.635,-0.116,-0.337,0.357,0.006,-0.33,0.02
2.668,-0.148,-0.342,0.373,0.007,-0.41,0.02
2.702,-0.173,-0.343,0.384,0.007,-0.47,0.02
2.735,-0.191,-0.340,0.390,0.007,-0.51,0.02
2.768,-0.200,-0.333,0.388,0.007,-0.54,0.02
2.802,-0.199,-0.321,0.378,0.007,-0.56,0.02
2.835,-0.190,-0.306,0.360,0.007,-0.56,0.02
2.868,-0.172,-0.289,0.336,0.007,-0.54,0.02
2.902,-0.148,-0.271,0.309,0.007,-0.50,0.02
2.935,-0.119,-0.255,0.281,0.007,-0.44,0.02
2.968,-0.085,-0.241,0.255,0.006,-0.34,0.02
3.002,-0.049,-0.230,0.235,0.006,-0.21,0.03
3.037,-0.015,-0.220,0.220,0.005,-0.07,0.02
3.070,0.023,-0.224,0.225,0.005,0.10,0.02
3.103,0.057,-0.229,0.236,0.006,0.24,0.03
3.137,0.091,-0.241,0.257,0.006,0.36,0.03
3.170,0.123,-0.255,0.283,0.007,0.45,0.02
3.203,0.153,-0.272,0.312,0.007,0.51,0.02
3.237,0.177,-0.289,0.339,0.007,0.55,0.02
3.270,0.192,-0.307,0.362,0.007,0.56,0.02
3.303,0.199,-0.322,0.378,0.007,0.55,0.02
3.337,0.196,-0.334,0.387,0.007,0.53,0.02
3.370,0.185,-0.341,0.388,0.007,0.50,0.02
3.403,0.165,-0.344,0.381,0.007,0.45,0.02
3.437,0.134,-0.343,0.369,0.006,0.37,0.02
3.470,0.100,-0.338,0.353,0.006,0.29,0.02
3.503,0.062,-0.330,0.336,0.006,0.18,0.02
3.537,0.021,-0.321,0.322,0.005,0.07,0.02
3.570,-0.021,-0.311,0.311,0.005,-0.07,0.02
3.603,-0.061,-0.300,0.306,0.006,-0.20,0.02
3.637,-0.099,-0.289,0.306,0.006,-0.33,0.02
3.670,-0.133,-0.280,0.310,0.007,-0.44,0.02
3.703,-0.163,-0.271,0.316,0.007,-0.54,0.02
3.737,-0.187,-0.262,0.322,0.007,-0.62,0.02
3.770,-0.204,-0.255,0.326,0.007,-0.67,0.02
3.803,-0.212,-0.249,0.327,0.007,-0.71,0.02
3.837,-0.213,-0.244,0.324,0.007,-0.72,0.02
3.870,-0.205,-0.240,0.316,0.007,-0.71,0.02
3.903,-0.190,-0.238,0.305,0.007,-0.67,0.02
3.937,-0.167,-0.239,0.292,0.007,-0.61,0.02
3.970,-0.139,-0.242,0.279,0.007,-0.52,0.02
4.003,-0.107,-0.248,0.270,0.007,-0.41,0.02
4.037,-0.073,-0.258,0.268,0.006,-0.28,0.02
4.070,-0.037,-0.269,0.272,0.006,-0.14,0.02
4.103,0.001,-0.285,0.285,0.005,0.00,0.02
4.137,0.039,-0.302,0.305,0.006,0.13,0.02
4.170,0.077,-0.320,0.329,0.006,0.24,0.02
