0.000,0.252,-0.440,0.507,0.007,0.52,0.01
0.035,0.248,-0.442,0.507,0.007,0.51,0.01
0.068,0.238,-0.446,0.506,0.007,0.49,0.01
0.102,0.202,-0.457,0.499,0.007,0.42,0.01
0.135,0.186,-0.461,0.498,0.007,0.38,0.01
0.168,0.147,-0.474,0.496,0.006,0.30,0.01
0.202,0.117,-0.483,0.497,0.006,0.24,0.01
0.235,0.087,-0.489,0.496,0.006,0.18,0.01
0.268,0.056,-0.493,0.496,0.006,0.11,0.01
0.302,0.027,-0.500,0.500,0.005,0.05,0.01
0.335,-0.003,-0.508,0.508,0.005,-0.01,0.01
0.368,-0.029,-0.521,0.521,0.005,-0.06,0.01
0.402,-0.057,-0.535,0.538,0.006,-0.11,0.01
0.435,-0.090,-0.546,0.553,0.006,-0.16,0.01
0.468,-0.125,-0.553,0.566,0.006,-0.22,0.01
0.502,-0.159,-0.555,0.577,0.006,-0.28,0.01
0.535,-0.190,-0.555,0.586,0.006,-0.33,0.01
0.568,-0.218,-0.550,0.592,0.006,-0.38,0.01
0.602,-0.241,-0.545,0.596,0.007,-0.42,0.01
0.635,-0.253,-0.539,0.596,0.007,-0.44,0.01
0.668,-0.255,-0.532,0.590,0.007,-0.45,0.01
0.702,-0.248,-0.523,0.579,0.007,-0.44,0.01
0.735,-0.234,-0.514,0.564,0.007,-0.43,0.01
0.768,-0.213,-0.504,0.547,0.007,-0.40,0.01
0.802,-0.188,-0.495,0.529,0.006,-0.36,0.01
0.835,-0.160,-0.483,0.509,0.006,-0.32,0.01
0.868,-0.133,-0.470,0.488,0.006,-0.27,0.01
0.902,-0.104,-0.455,0.467,0.006,-0.23,0.01
0.935,-0.076,-0.442,0.448,0.006,-0.17,0.01
0.968,-0.047,-0.433,0.435,0.006,-0.11,0.01
1.002,-0.019,-0.430,0.431,0.005,-0.04,0.01
1.035,0.007,-0.430,0.430,0.005,0.02,0.01
1.068,0.037,-0.434,0.436,0.005,0.09,0.01
1.102,0.068,-0.442,0.447,0.006,0.15,0.01
1.135,0.102,-0.452,0.463,0.006,0.22,0.01
1.168,0.134,-0.462,0.481,0.006,0.28,0.01
1.202,0.164,-0.473,0.501,0.006,0.33,0.01
1.235,0.189,-0.485,0.520,0.006,0.37,0.01
1.268,0.207,-0.497,0.538,0.007,0.39,0.01
1.302,0.222,-0.510,0.556,0.007,0.41,0.01
1.335,0.228,-0.521,0.569,0.007,0.41,0.01
1.368,0.223,-0.533,0.577,0.007,0.40,0.01
1.402,0.211,-0.543,0.582,0.006,0.37,0.01
1.435,0.197,-0.549,0.583,0.006,0.35,0.01
1.468,0.174,-0.554,0.581,0.006,0.31,0.01
1.502,0.148,-0.556,0.575,0.006,0.26,0.01
1.535,0.120,-0.555,0.568,0.006,0.21,0.01
1.568,0.091,-0.551,0.558,0.006,0.16,0.01
1.602,0.060,-0.546,0.549,0.006,0.11,0.01
1.635,0.029,-0.540,0.541,0.005,0.05,0.01
1.668,-0.007,-0.533,0.533,0.005,-0.01,0.01
1.702,-0.042,-0.527,0.529,0.005,-0.08,0.01
1.735,-0.077,-0.519,0.525,0.006,-0.15,0.01
1.768,-0.111,-0.511,0.523,0.006,-0.21,0.01
1.802,-0.143,-0.502,0.522,0.006,-0.28,0.01
1.835,-0.172,-0.494,0.523,0.006,-0.33,0.01
1.868,-0.197,-0.485,0.524,0.007,-0.39,0.01
1.902,-0.218,-0.477,0.525,0.007,-0.43,0.01
1.935,-0.233,-0.470,0.525,0.007,-0.46,0.01
1.968,-0.241,-0.464,0.523,0.007,-0.48,0.01
2.002,-0.242,-0.458,0.519,0.007,-0.49,0.01
2.035,-0.238,-0.454,0.513,0.007,-0.48,0.01
2.068,-0.228,-0.451,0.506,0.007,-0.47,0.01
2.102,-0.213,-0.450,0.498,0.007,-0.44,0.01
2.135,-0.194,-0.448,0.489,0.007,-0.41,0.01
2.168,-0.173,-0.448,0.480,0.006,-0.37,0.01
2.202,-0.150,-0.448,0.473,0.006,-0.32,0.01
2.235,-0.124,-0.451,0.468,0.006,-0.27,0.01
2.268,-0.095,-0.456,0.466,0.006,-0.21,0.01
2.303,-0.064,-0.464,0.468,0.006,-0.14,0.01
2.337,-0.032,-0.475,0.476,0.005,-0.07,0.01
2.370,0.002,-0.488,0.488,0.005,0.00,0.01
2.403,0.037,-0.503,0.504,0.005,0.07,0.01
2.437,0.072,-0.518,0.523,0.006,0.14,0.01
